id,tweet,0,1,2,3,4
167,RT @RT_com: Half a million refugees could arrive in Hungary this year – govt minister  ,http://dbpedia.org/resource/Hungary,,,,
168,"RT @panyiszabolcs: 1,000 #migrants crossing Elizabeth bridge walking to #Austria. #refugees #hungary #budapest  ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Budapest,,
169,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
171,Fresh migrant protests in Budapest: Hundreds of migrants protest for a second day at Hungary's decision to stop them from travelling ...,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Hungary,,,
172,RT @panyiszabolcs: Out of nowhere 600-800 #refugees frm camp Debrecen flooded the #Keleti station looking 4 trains 2 #Germany. #hungary htt…,http://dbpedia.org/resource/Debrecen,http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Hungary,,
173,"RT @AFP: #BREAKING: Hungary says 10,046 migrants entered Wednesday, new record",http://dbpedia.org/resource/Hungary,,,,
174,"RT @CockertonMark: If hundreds of thousands of refugees arrived in boats in UK, we'd expect Europe to help. That's why Greece, Hungary, Ita…",http://dbpedia.org/resource/United_Kingdom,http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Greece,http://dbpedia.org/resource/Hungary,
175,"RT @bouckap: AWESOME! #SyrianRefugees show they r more determined than #Hungary's crackpot PM, decide to leave on foot 4 #Germany ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Nazi_Germany,,,
176,"Hundreds of migrants protest at Budapest station, want to go to Germany: By Marton Dunai BUDAPEST (Reuters) - ... ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Nazi_Germany,"http://dbpedia.org/resource/Marton,_New_Zealand",http://dbpedia.org/resource/Danube,http://dbpedia.org/resource/Budapest
177,"RT @Refugees: ""Being in Austria feels like being at home."" Majed, from Damascus, Syria, walked 10 hours from Budapest, to Austria. ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Damascus,http://dbpedia.org/resource/Syria,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Austria
179,"RT @AFP: #BREAKING: 3,000 refugees arrive in southern Germany Sunday, total 5,000 expected: police",http://dbpedia.org/resource/Nazi_Germany,,,,
180,RT @En_French_Coach: Hundreds of#refugees begin long march to#Austria from #Budapest #refugeecrisis #MigrantMarch #migrantcrisis #Hungary h…,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Hungary,,
181,"Exhaustion, Elation as 6,500 Migrants Reach Austria, Germany ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Germany,,,
182,"About 1,000 refugees fed up with situation in Budapest have started walking to Austrian border. ",http://dbpedia.org/resource/Budapest,,,,
183,RT @Independent: Hundreds of refugees are walking from Hungary to Austria   ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
184,"Number of migrants entering Germany DOUBLES with 40,000 expected to arrive this weekend alone  from #dailymail #tns",http://dbpedia.org/resource/Germany,,,,
186,"RT @Independent: Hungary to bus people to Austrian border after over 1,200 refugees start 135km walk  ",http://dbpedia.org/resource/Hungary,,,,
187,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Hungary,,,,
188,RT @CliveMyrieBBC: How is Germany coping with refugees?Just arrived at huge convention centre in Munich. 2000 here.,http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Munich,,,
190,"Watch:  Take A Look at the Quiet Austrian Border, But Officials Say Crisis Not Over: Austria says 14,000 refugees crossed through the...",http://dbpedia.org/resource/Austrian_Empire,,,,
191,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Hungary,,,,
192,Rejected refugees say they'll walk 155 miles to Austria:  ,http://dbpedia.org/resource/Austria,,,,
193,RT @LydsG: #refugee chant #Germany and #syria outside station in #Hungary. Many stuck 4 several days in dirt &amp; heat ,http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Hungary,,,
194,"RT @BreakingNews: 19 Croatian buses full of migrants seen arriving at Hungary's border, not allowed to cross - @AP ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Andhra_Pradesh,,,
195,"RT @LaurenYoung: Budapest train station closes to migrants  In 2015, 140,000 crossed into Hungary from Serbia ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Serbia,,
196,"@BBCAnyQuestions #austria #migrants. Austria and germany fucked, another 1000 migrants setting off from hungary station.and repeat repeat...",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Hungary,,
197,"Boat, train, foot and bus: Hungary delivers 4,000 migrants to Austria: Thousands of exhausted, elated migrants... ",http://dbpedia.org/resource/Hungary,,,,
198,"RT @Conflicts: Left - Hungarian refugees walking to Austria in 1956

Right - Syrian refugees walking from #Hungary to #Austria 2015 ",http://dbpedia.org/resource/Hungary,,,,
199,RT @RT_com: URGENT: 19 Croatian buses full of #migrants seen arriving at #Hungary's border; not allowed to cross - @AP ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Andhra_Pradesh,,,
200,"RT @EverettColdwell: .@PMHarper Germany has accepted 450,000 refugees this year, by foot, by bus, by train. That fact alone discounts you s…",http://dbpedia.org/resource/Nazi_Germany,,,,
201,RT @BBCMatthewPrice: Nervous refugees in Hungary. Deal is 1 bus goes to border. When it's across they will be called and told it's not a tr…,http://dbpedia.org/resource/Hungary,,,,
203,"Over 10,000 migrants enter Hungary in new record A new record of 10,046 migrants entered Hungary on Wednesday, mos… ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Hungary,,,
204,"Germany says ""upper limit"" of capacity reached as 13,000 refugees arrive in Munich in one day  ",http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Munich,,,
205,RT @Refugees: 2700 people arrived in Hungary yesterday. Reception conditions must improve  ,http://dbpedia.org/resource/Hungary,,,,
206,"Hundreds of refugees arrive in Vienna, switch trains towards Germany: ZURICH: Hundreds of refugees arriving fr... ",http://dbpedia.org/resource/Nazi_Germany,,,,
207,RT @MKuefner: #Hungary migrants keep walking past 25 km mark outside Budapest towards Austria ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Austria,,
208,RT @bouckap: Hundreds of #SyrianRefugees have begun walking defiantly from Budapest towards #Austria. #Hungarian Gov acted absolutely despi…,http://dbpedia.org/resource/Budapest,,,,
209,"RT @Netzplanet: #Wieder Sonderzüge: Täglich 4.000 ""Flüchtlinge"" von Salzburg nach Deutschland -  ",http://dbpedia.org/resource/Salzburg,,,,
210,RT @AFP: #BREAKING Budapest's main railway station has ordered everyone to leave as hundreds of migrants tried to board trains to Austria a…,http://dbpedia.org/resource/Budapest_Keleti_railway_station,http://dbpedia.org/resource/Austria,,,
211,RT @RichardEngel: A long and cruel walk to #Austria for migrants and refugees in #Hungary. 100 miles on foot. @NBCNightlyNews report ,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
212,Austrian police says that about 2000 #Refugees arrive at the train station in #Hegyeshalom. #CarsOfHope,http://dbpedia.org/resource/Hegyeshalom,,,,
213,"RT @Refugees: As dusk sets in, hundreds of refugees have decided to walk from #Hungary to #Austria. #Europe ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Europe,,
214,RT @haloefekti: All around 200 refugees by ferry from Kiel to Sweden  @CarolaAnkar @proudvegan for 50 German authorit…,http://dbpedia.org/resource/Kiel,http://dbpedia.org/resource/Sweden,,,
215,Der Flüchtlingsstrom nach Europa und damit durch Deutschland reißt nicht ab. In Augsburg werden heute ca. 200... ,http://dbpedia.org/resource/Augsburg,http://dbpedia.org/resource/Werden_Abbey,,,
216,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
217,"RT @Holbornlolz: This ""refugee"" and family left Syria FIVE years ago and refuses asylum in Hungary. Why?",http://dbpedia.org/resource/Syria,http://dbpedia.org/resource/Hungary,,,
218,"#MostRead Hundreds of migrants protest at Budapest station, want to go to Germany  ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Nazi_Germany,,,
219,"#MostRead Hundreds of migrants protest at Budapest station, want to go to Germany  ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Nazi_Germany,,,
220,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
221,RT @itvnews: Hungary refugees start 300 mile walk to Germany as train stand-off continues  ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Nazi_Germany,,,
222,BBC News - Migrant crisis: Hundreds protest at Hungary station ban  ISIS is laughing!,http://dbpedia.org/resource/Hungary,,,,
223,"RT @ajboekestijn: Austrian authorities estimate 100,000 migrants are racing to enter the country before Hungary seals its border on Sept. 1…",http://dbpedia.org/resource/Hungary,,,,
225,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Nazi_Germany,,,
226,"RT @BBCWorld: Hundreds of migrants leave Budapest on foot intent on walking to Austrian border 
 ",http://dbpedia.org/resource/Budapest,,,,
227,"RT @AP: BREAKING: More than 1,000 migrants from Middle East and Asia arrive by bus on border with Austria",http://dbpedia.org/resource/Andhra_Pradesh,http://dbpedia.org/resource/Middle_East,http://dbpedia.org/resource/Asia,http://dbpedia.org/resource/Austria,
228,"Thanks Obama.
35 MILLION migrants heading to Europe, says Hungary as it builds second fence. ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
229,RT @harry_horton: This picture is incredible - hundreds of refugees marching to Austria on the Hungarian motorway #refugeecrisis ,http://dbpedia.org/resource/Austria,,,,
230,"RT @TRobinsonNewEra: 35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
231,#austria The Latest: Austria sees 24000 migrants enter over weekend - Times Daily: Ti...  - ,http://dbpedia.org/resource/Austria,,,,
232,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Budapest_Keleti_railway_station,http://dbpedia.org/resource/Budapest_Keleti_railway_station,http://dbpedia.org/resource/Hungary,
233,"Hundreds of migrants protest at Budapest station, want to go to Germany  ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Germany,,,
234,RT @nytimes: Nearly 5000 migrants arrived in Austria on Saturday after Hungary helped them travel in safety  ,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
235,#BREAKING: 20 Croatian buses full of #migrants arrived at #Hungary's border; not allowed to cross (PICS: @RT_com) ,http://dbpedia.org/resource/Hungary,,,,
236,"In 1 day 13,000 Muslim immigrants arrived in 1 German city, Munich.

Munich used to be beautiful.

#tcot #ccot #TeaParty #tgdn",http://dbpedia.org/resource/Munich,http://dbpedia.org/resource/Munich,,,
237,"RT @vofncroatia: Refugees arrive in Austria after angry Croatia-Hungary tug-of-war: Meanwhile, hundreds of asylum seekers trave...  ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Trave,,,
238,"RT @Conflicts: BREAKING: Second group of 1,000 migrants leaves main station in Budapest, on foot for Austria - @martinkaul

",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Austria,,,
239,rt #NationalDogDay Migrants barred from Hungary station: Hundreds of migrants protest outside a major railway ...  ,http://dbpedia.org/resource/Hungary,,,,
240,Hundreds of migrants march on motorway in Hungary ,http://dbpedia.org/resource/Hungary,,,,
241,"At 9 with Elizabeth - up to 12,000 refugees have crossed into Austria and Germany this weekend",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Germany,,,
242,Thousands of jubilant migrants arrive in Austria from Hungary - CNN: Channel 4 NewsThousands of jubilant migra... ,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
243,"New Record: 10, 046 migrants enter Hungary on Wednesday ",http://dbpedia.org/resource/Hungary,,,,
244,RT @TRobinsonNewEra: Estonian reporter recognizes #AlQaeda terrorist he interviewed 2 yrs ago among #RefugeesWelcome en route to Germany. h…,http://dbpedia.org/resource/Nazi_Germany,,,,
245,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Hungary,,,,
246,"RT @workisforsuckas: 35 MILLION migrants heading to #Europe, says #Hungary as it builds second fence. 

#securethbord…",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
247,"More #SyrianRefugees now leaving #Keleti station in #Budapest 4 #Austria border, like yesterday.",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Austria,,,
248,RT @chafahi: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary #refugees ,http://dbpedia.org/resource/Afghanistan,http://dbpedia.org/resource/Hungary,,,
249,"Photo: Another 10 buses of migrants arrive at Beremend, Hungary, crossing; local volunteers hand out bottles of wa… ",http://dbpedia.org/resource/Hungary,,,,
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/European_Union,http://dbpedia.org/resource/Greece,http://dbpedia.org/resource/Kingdom_of_Italy,http://dbpedia.org/resource/Hungary,
251,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
252,"Update: Several buses with migrants on board leave Budapest station, 1 leaves M1 position to Austrian border - @BB… ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/M1_motorway,,,
254,RT @rallaf: How about Hungary takes in just ONE #Syria refugee &amp; his clan so millions can go back home? Disclosure: he's a genocidal maniac…,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Syria,,,
256,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Afghanistan,http://dbpedia.org/resource/Hungary,,,
257,RT @TRobinsonNewEra: Estonian reporter recognizes #AlQaeda terrorist he interviewed 2 yrs ago among #RefugeesWelcome en route to Germany. h…,http://dbpedia.org/resource/Nazi_Germany,,,,
258,"RT @RichardHaass: Some 8000 #refugees a day entering #Germany; this is admirable but economically, socially, &amp; politically unsustainable fo…",http://dbpedia.org/resource/Nazi_Germany,,,,
260,RT @balazscseko: #refugeeconvoy starting now from #Vienna Hundreds of cars heading to #Hungary #refugeeswelcome ,http://dbpedia.org/resource/Vienna,http://dbpedia.org/resource/Hungary,,,
261,"#Over 10,000 refugees enter Austria #jobs #jobdila #cachejobs #jobsila #: Thousands of refugees and migrants h... ",http://dbpedia.org/resource/Austria,,,,
262,RT @iam_LilZardy: One million refugees may arrive Germany in 2015  Via @BloomGist,http://dbpedia.org/resource/Nazi_Germany,,,,
263,"35 million migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
264,"RT @DrPippaM: 35 MILLION migrants heading to Europe, says Hungary as it builds second fence - ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
265,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Nazi_Germany,,,
266,RT @RT_com: Half a million refugees could arrive in Hungary this year – govt minister  ,http://dbpedia.org/resource/Hungary,,,,
267,"RT BBCBreaking: Second group of 1,000 migrants leaves main station in Hungarian capital, Budapest, on foot for Aus… ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Australia,,,
268,"71,000 refugees crossed into Austria in last 30 days.  Some 90% moved on to Germany and other countries.",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Germany,,,
269,"RT @business: Hundreds of migrants defy Hungarian authorities, heading for Austria and other EU countries  ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/European_Union,,,
270,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/European_Union,http://dbpedia.org/resource/Nazi_Germany,,,
271,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Hungary,,,,
272,RT @AP: BREAKING: 19 Croatian buses full of migrants seen arriving at Hungary's border; not allowed to cross.,http://dbpedia.org/resource/Andhra_Pradesh,http://dbpedia.org/resource/Hungary,,,
273,RT @Reuters: PHOTOS: Hundreds of migrants set off on foot from Budapest for Austria.  ,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Austria,,,
275,"Dating Single Thousands of Migrants Reach Austria as New Groups Set Off: Nearly 5,000 e...  ",http://dbpedia.org/resource/Austria,,,,
276,"RT @BBCBreaking: Second group of 1,000 migrants leaves main station in Hungarian capital, Budapest, on foot for Austrian border ",http://dbpedia.org/resource/Budapest,,,,
277,"RT @XHNews: #RefugeeCrisis 7,000 pass through #Vienna by train within 24 hours, most onward to #Germany  ",http://dbpedia.org/resource/Vienna,http://dbpedia.org/resource/Nazi_Germany,,,
278,Migrants barred from Hungary station Hundreds of migrants protest outside a majo  ,http://dbpedia.org/resource/Hungary,,,,
279,RT @nofrontexvienna: 100 #refugees demanding border crossing at #BadRadkersburg towards #Austria. Marching on the Mur Bridge.,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Mur_(river),,,
280,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/European_Union,http://dbpedia.org/resource/Nazi_Germany,,,
282,RT @HuffPostUKPics: This is what is happening in Hungary right now - hundreds of refugees marching to Austria     htt…,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
283,"New article: Hundreds of migrants protest at Budapest station, want to go to Germany read more at here ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Nazi_Germany,,,
284,"35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Hungary,,,
285,"Some 8,000 Migrants Reach Germany After Ordeal ",http://dbpedia.org/resource/Germany,,,,
286,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Afghanistan,http://dbpedia.org/resource/Hungary,,,
288,"Hundreds Of Migrants And Refugees To Walk 150 Miles From Hungary To Austria  #gameinsight, #android, #androidgames,…",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
289,"Asleep on the tracks: Austria to CLOSE borders again as 12,000 refugees arrive in 48 hours ",http://dbpedia.org/resource/Austria,,,,
290,RT @Maritim2000: Laut dem Berliner Senat sind derzeit 14000 #Flüchtlinge aus Wien nach Deutschland unterwegs. Im August nahm #Berlin 5300 A…,http://dbpedia.org/resource/Berlin,,,,
291,"Over 1,000 refugees set off on foot for Austria at border | Politics.hu ",http://dbpedia.org/resource/Austria,,,,
292,RT @RasmusTantholdt: Hungarian refugees arrives in Denmark in 1956. #refugeecrisis ,http://dbpedia.org/resource/Denmark,,,,
293,"The Latest: Croatian police say 55,000 migrants have entered: BUDAPEST, Hungary (AP) — The latest developments... ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Andhra_Pradesh,,
294,"[September 06, 2015 at 09:49PM] Thousands of refugees arrive in Germany to cheers, 'welcome' signs via ",http://dbpedia.org/resource/Nazi_Germany,,,,
295,"RT @soyaplnt: yes it's good we're taking 20,000 refugees (over 5 years) but compared to Germany's 800,000 it's pathetic",http://dbpedia.org/resource/Nazi_Germany,,,,
296,"RT @Refugees: As dusk sets in, hundreds of refugees have decided to walk from #Hungary to #Austria. #Europe ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Europe,,
297,"RT @enough14: #RefugeesWelcome demo #Dortmund #Germany Sept 26 03:00pm, North exit main train station (Hbf). Fight #FortressEurope! ",http://dbpedia.org/resource/Dortmund_Hauptbahnhof,,,,
298,"RT  Thousands of Migrants Reach Austria: About 4,000 migrants, desperate to leave Hungary for West... …",http://dbpedia.org/resource/Hungary,,,,
299,"RT @AOL: Hundreds of migrants protest at Budapest station, want to go to Germany: ",http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Nazi_Germany,,,
300,"RT @AFP: #BREAKING 450,000 refugees arrived in Germany since January: vice chancellor",http://dbpedia.org/resource/Nazi_Germany,,,,
301,"RT @nytimes: “Nothing but death will stop us,” said 1 of about 1,000 migrants who are walking to Germany  ",http://dbpedia.org/resource/Nazi_Germany,,,,
302,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Budapest_Keleti_railway_station,http://dbpedia.org/resource/Budapest_Keleti_railway_station,http://dbpedia.org/resource/Hungary,
304,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
305,RT @sakirkhader: Hundreds of refugees warmly welcomed by the crowd as they arrived in #Austria last night. ,http://dbpedia.org/resource/Austria,,,,
306,"RT @AlArabiya_Eng: BREAKING: 280,000 #refugees arrive in #Germany in September 2015: Bavaria minister",http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Bavaria,,,
307,@CombatChris1 they have short memory. 1956 Hungarian refugees marched to Austria. Racist Scum,http://dbpedia.org/resource/Austria,,,,
308,A Huge Group of Refugees In Hungary Is Walking 150 Miles to Austria on a Highway ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
309,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Hungary,,,,
310,"RT @Fight4UK: #UKIP 

35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/European_Union,http://dbpedia.org/resource/Hungary,,,
311,"RT @RT_com: BREAKING: 2,000 #refugees arrive from Hungary to border with #Austria - police  ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
312,"RT @bouckap: #Hungary police give water, food 2 newly arrived #SyrianRefugees after exhausting walk from #Serbia. ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Serbia,,,
313,"Austria to close borders again after 12,000 refugees enter from Hungary in 48 hours  ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
315,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Austria,,,,
316,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Austria,,,,
318,RT @nytimes: Nearly 5000 migrants arrived in Austria on Saturday after Hungary helped them travel in safety  ,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
319,CHPSRE: RT hrw: RT LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to … ,http://dbpedia.org/resource/Hungary,,,,
320,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Austria,,,,
321,"Race for Europe: 20,000 migrants &amp; refugees enter Austria over weekend, cause far-right rise ",http://dbpedia.org/resource/Europe,http://dbpedia.org/resource/Austria,,,
322,"Migrants Flow West on Hungarian Trains; 13,000 Reach Austria ",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,,
323,Hungary bans refugees from main railway station as hundreds attempt to ride Vienna train ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Vienna,,,
324,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
325,Hundreds of refugees begin long march to Austria from Budapest: Hungarian authorities closed down trains and b... ,http://dbpedia.org/resource/Budapest,,,,
326,Record 5809 #refugees and #migrants entered #Hungary y'day - highest number ever. Crisis continues to grow. #Europe ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Europe,,,
327,RT @sorth: Incredible scenes on M1 highway in #Hungary. All four lanes blocked by #refugees walking westwards #MigrantMarch ,http://dbpedia.org/resource/Hungary,,,,
328,"RT @AJENews: About 2,000 refugees have arrived at Austria's border from Hungary  ",http://dbpedia.org/resource/Hungary,,,,
329,RT @CBSEveningNews: Migrants begin 300-mile trek to Germany on foot:  ,http://dbpedia.org/resource/Nazi_Germany,,,,
330,"RT @Holbornlolz: 8,000 migrants crossed into Austria today",http://dbpedia.org/resource/Austria,,,,
331,VICENews joins hundreds of migrants and refugees attempting to march on police lines in Hungary:  STUPID MUSLIMS!,http://dbpedia.org/resource/Hungary,,,,
332,"RT @BrezMeja: Train from #Maribor crossed the border with #Austria, cca 250 #Refugees on the way to #Vienna. @HBF_Vie please let us know wh…",http://dbpedia.org/resource/Maribor,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Vienna,,
333,RT @En_French_Coach: Hundreds of#refugees begin long march to#Austria from #Budapest #refugeecrisis #MigrantMarch #migrantcrisis #Hungary h…,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Budapest,http://dbpedia.org/resource/Hungary,,
334,RT @AFP: #BREAKING Around 20 buses of migrants reach Croatia's border with Hungary: AFP,http://dbpedia.org/resource/Croatia,http://dbpedia.org/resource/Hungary,,,
335,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Austria,,
336,"Hundreds more refugees arrive in Germany to cheers, 'welcome' signs #Worldnews ",http://dbpedia.org/resource/Germany,,,,
337,RT @Hayley_Barlow: Journalism doesn't get much more powerful than this … @MattFrei reports on hundreds of refugees marching to Austria ,http://dbpedia.org/resource/Austria,,,,
338,"Chaos in Hungary as 1,000 migrants force evacuation of Budapest station after trying to board train...  #UberTalks",http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Budapest,,,
339,"RT @Conflicts: BREAKING: #Hungary says 10,046 #refugees entered Wednesday, new record - AFP",http://dbpedia.org/resource/Hungary,,,,
341,#France24 #News Migrants arrive in Austria after being bused from Hungary: Hundreds of exhau...  #World #WorldNews,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Hungary,,,
342,RT @NewsRevo: #Hungary: March of 200 #refugees left #Röszke earlier headed to #Budapest #refugeeswelcome  ,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Röszke,http://dbpedia.org/resource/Budapest,,
